Species,Number,Leaf no.,Fresh leaves,,Dry leaves,,,,Species,Number,Combustibility 
,,,Ignibility (s),Sustainability (s),Ignibility (s),Sustainability (s),,,,,mg DW s-1
Quercus palustris,,4,1.53,11.61,0.95,13.6,,,,,
Quercus palustris,,5,1.57,14.27,0.81,11.35,,,,,
Quercus palustris,,6,1.36,12.64,1.79,15.19,,,,,
Quercus palustris,,7,1.31,12.99,0.73,12.32,,,,,
Quercus palustris,,8,1.53,13.52,0.88,12.58,,,,,
Quercus palustris,,9,1.52,14.76,1.91,11.56,,,,,
Quercus palustris,,10,1.91,15.07,1.11,15.96,,,,,
Quercus palustris,4,1,1.78,11.43,0.89,13,,,,,
Quercus palustris,,2,1.02,16.33,0.93,13.14,,,,,
Quercus palustris,,3,1.69,13.75,0.93,13.71,,,,,
Quercus palustris,,4,1.61,8.98,0.73,11.05,,,,,
Quercus palustris,,5,1.64,12.58,1,14,,,,,
Quercus palustris,,6,1.69,14.85,0.8,14.4,,,,,
Quercus palustris,,7,1.51,14.06,1.06,13.75,,,,,
Quercus palustris,,8,1.58,11.26,0.87,13.11,,,,,
Quercus palustris,,9,1.65,14.8,1.19,15.71,,,,,
Quercus palustris,,10,1.53,13.1,0.95,13.25,,,,,
Quercus palustris,5,1,1.88,12.78,0.61,10.92,,,,,
Quercus palustris,,2,1.35,12.91,0.67,15.89,,,,,
Quercus palustris,,3,1.83,15.32,0.8,15.12,,,,,
Quercus palustris,,4,1.84,15.78,0.48,6.88,,,,,
Quercus palustris,,5,2.02,15.92,0.8,10.99,,,,,
Quercus palustris,,6,1.8,12.34,1.02,12.33,,,,,
Quercus palustris,,7,1.98,12.87,0.54,9.09,,,,,
Quercus palustris,,8,1.79,14.8,1.25,12.4,,,,,
Quercus palustris,,9,1.19,14.75,1.27,4.63,,,,,
Quercus palustris,,10,1.51,13.52,1.04,10.62,,,,,
Searsia lancea,1,1,2.69,32.87,1.21,8.75,,,,,
Searsia lancea,,2,2.46,35.78,1.05,7.09,,,,,
Searsia lancea,,3,2.89,34.04,1.26,8.75,,,,,
Searsia lancea,,4,2.91,26.66,1.16,11.87,,,,,
Searsia lancea,,5,2.52,34.98,1.95,8.87,,,,,
Searsia lancea,,6,3.01,28.73,1.16,10.75,,,,,
Searsia lancea,,7,1.58,40.4,1.26,7.67,,,,,
Searsia lancea,,8,1.95,27.68,1.08,9.25,,,,,
Searsia lancea,,9,2.54,35.67,0.93,12.04,,,,,
Searsia lancea,,10,2.21,31.86,0.85,10.15,,,,,
Searsia lancea,2,1,2.85,33.37,1.38,12.12,,,,,
Searsia lancea,,2,2.78,40.73,1,8.96,,,,,
Searsia lancea,,3,2.09,29.35,1.77,11.01,,,,,
Searsia lancea,,4,1.97,34.09,0.86,8.86,,,,,
Searsia lancea,,5,2.26,46.95,1.56,11.26,,,,,
Searsia lancea,,6,2.27,25.86,0.86,8.45,,,,,
Searsia lancea,,7,2.65,40.48,1.95,11.69,,,,,
Searsia lancea,,8,1.51,28.52,0.96,8.89,,,,,
Searsia lancea,,9,2.41,34.17,1.45,13.56,,,,,
Searsia lancea,,10,2.28,35.14,0.96,11.16,,,,,
Searsia lancea,3,1,2.38,31.25,1.46,9.91,,,,,
Searsia lancea,,2,1.86,34.6,1.03,8.97,,,,,
Searsia lancea,,3,2.14,33.92,1.06,10.86,,,,,
Searsia lancea,,4,2.4,23.99,1.12,11.85,,,,,
Searsia lancea,,5,2.36,37.59,1.13,13.81,,,,,
Searsia lancea,,6,1.98,39.46,0.98,12.63,,,,,
Searsia lancea,,7,2.27,39.28,1.52,12.88,,,,,
Searsia lancea,,8,1.46,29.24,1.84,15.99,,,,,
Searsia lancea,,9,1.72,26.43,1.2,12.78,,,,,
Searsia lancea,,10,2.05,25.01,1.03,11.09,,,,,
Searsia lancea,4,1,1.99,25.43,1.25,9.14,,,,,
Searsia lancea,,2,1.32,28.69,0.87,9.04,,,,,
Searsia lancea,,3,1.93,32.48,1.69,12.96,,,,,
Searsia lancea,,4,1.59,27.95,0.93,10.09,,,,,
Searsia lancea,,5,1.34,26.26,1.98,10.22,,,,,
Searsia lancea,,6,1.69,20.25,0.95,12.46,,,,,
Searsia lancea,,7,1.51,30.03,1.97,13.47,,,,,
Searsia lancea,,8,1.51,21.7,0.85,13.13,,,,,
Searsia lancea,,9,1.98,25.7,1.76,9.62,,,,,
Searsia lancea,,10,2.04,30.56,1.08,13.05,,,,,
Searsia lancea,5,1,1.86,31.21,1.2,11.08,,,,,
Searsia lancea,,2,2.05,33.42,0.98,13.71,,,,,
Searsia lancea,,3,2.15,29.03,1.39,12.08,,,,,
Searsia lancea,,4,1.83,34.68,1.07,13.77,,,,,
Searsia lancea,,5,1.98,30.75,0.93,12.89,,,,,
Searsia lancea,,6,1.64,23.35,0.87,13.1,,,,,
Searsia lancea,,7,2.18,34.61,1.06,13.65,,,,,
Searsia lancea,,8,1.89,28.86,0.97,13.11,,,,,
Searsia lancea,,9,1.36,28.75,2.22,15.75,,,,,
Searsia lancea,,10,1.96,29.95,0.98,13.27,,,,,
Sideroxylon inerme,1,1,5.55,63.5,1.49,15.26,,,,,
Sideroxylon inerme,,2,5,47.61,2.22,16.49,,,,,
Sideroxylon inerme,,3,5.07,46.31,1.57,27.59,,,,,
Sideroxylon inerme,,4,4.75,56.34,1.65,19.11,,,,,
Sideroxylon inerme,,5,5.08,61.76,1.91,14.02,,,,,
Sideroxylon inerme,,6,5.1,53.47,1.73,9.09,,,,,
Sideroxylon inerme,,7,5.34,54.67,1.19,13.56,,,,,
Sideroxylon inerme,,8,5.07,44.34,1.05,9.95,,,,,
Sideroxylon inerme,,9,5.3,43.98,0.85,11.8,,,,,
Sideroxylon inerme,,10,5.75,39.49,1.32,15.76,,,,,
Sideroxylon inerme,2,1,4.73,34.38,1.11,13.2,,,,,
Sideroxylon inerme,,2,4.81,48.53,1.12,12.59,,,,,
Sideroxylon inerme,,3,4.27,35.99,0.99,19.69,,,,,
Sideroxylon inerme,,4,5.44,37.05,1.1,14.25,,,,,
Sideroxylon inerme,,5,5.49,34.77,1.75,14,,,,,
Sideroxylon inerme,,6,4.92,41.74,1.04,10.24,,,,,
Sideroxylon inerme,,7,5.08,42.85,1.12,16.33,,,,,
Sideroxylon inerme,,8,4.96,45.34,1.03,12.08,,,,,
Sideroxylon inerme,,9,4.83,41.26,1,12.06,,,,,
Sideroxylon inerme,,10,5.15,53.22,1.09,9.35,,,,,
Sideroxylon inerme,3,1,8.63,86.72,1.51,13,,,,,
Sideroxylon inerme,,2,11.55,87.41,1.14,11.21,,,,,
Sideroxylon inerme,,3,8.11,90.71,1.26,18.35,,,,,
Sideroxylon inerme,,4,11.1,85.09,1.86,17.2,,,,,
Sideroxylon inerme,,5,10.76,71.49,1.59,13.91,,,,,
Sideroxylon inerme,,6,9.64,75.16,1.46,16.41,,,,,
Sideroxylon inerme,,7,8.95,62.7,2.29,10.3,,,,,
Sideroxylon inerme,,8,10.13,57.69,1.4,24.48,,,,,
Sideroxylon inerme,,9,7.88,43.24,1.85,20.36,,,,,
Sideroxylon inerme,,10,8.73,52.98,1.05,14.28,,,,,
Syzygium cordatum,1,1,8.29,60.08,3.25,37.56,,,,,
Syzygium cordatum,,2,7.73,67.11,1.4,33.38,,,,,
Syzygium cordatum,,3,8.37,58.4,1.79,33.16,,,,,
Syzygium cordatum,,4,6.46,62.78,2.38,47.1,,,,,
Syzygium cordatum,,5,8.5,59.3,1.57,30.91,,,,,
Syzygium cordatum,,6,7.54,57.07,1.2,31.01,,,,,
Syzygium cordatum,,7,10.12,70.29,1.25,25.56,,,,,
Syzygium cordatum,,8,12.98,70.61,1.56,22.43,,,,,
Syzygium cordatum,,9,9.4,67.03,1.92,31.54,,,,,
Syzygium cordatum,,10,8.58,76.37,1.4,18.47,,,,,
Syzygium cordatum,2,1,10.67,61.51,2.89,32.27,,,,,
Syzygium cordatum,,2,10.36,66.77,2.5,18.77,,,,,
Syzygium cordatum,,3,10.15,55.1,2.77,28.59,,,,,
Syzygium cordatum,,4,9.58,82.28,1.26,36.6,,,,,
Syzygium cordatum,,5,10.02,56.86,2.2,23.15,,,,,
Syzygium cordatum,,6,10.54,72.09,3.36,20.63,,,,,
Syzygium cordatum,,7,13.54,63.08,2.38,28.76,,,,,
Syzygium cordatum,,8,11.67,71.13,2.37,21.47,,,,,
Syzygium cordatum,,9,9.96,60.73,2.44,26.05,,,,,
Syzygium cordatum,,10,11.78,60.3,2.49,35.65,,,,,
Syzygium cordatum,3,1,10.21,68.39,1.82,27.59,,,,,
Syzygium cordatum,,2,9.49,68.84,1.91,29.59,,,,,
Syzygium cordatum,,3,10.52,67.74,2.01,28.59,,,,,
Syzygium cordatum,,4,8.64,74.29,1.45,30.54,,,,,
Syzygium cordatum,,5,11.19,77.63,2.81,26.55,,,,,
Syzygium cordatum,,6,9.22,58.01,1.45,33.94,,,,,
Syzygium cordatum,,7,9.7,56.76,1.46,25.28,,,,,
Syzygium cordatum,,8,9.33,73.39,2.4,29.15,,,,,
Syzygium cordatum,,9,9.01,65.2,1.52,26.54,,,,,
Syzygium cordatum,,10,15.06,60,1.29,23.54,,,,,
Syzygium cordatum,4,1,11.88,66.88,0.95,30,,,,,
Syzygium cordatum,,2,10.47,64,1.19,28.6,,,,,
Syzygium cordatum,,3,11.46,80.62,1.53,23.07,,,,,
Syzygium cordatum,,4,12.59,73.75,1.97,23.41,,,,,
Syzygium cordatum,,5,11.8,77.86,1.98,18.32,,,,,
Syzygium cordatum,,6,11.08,52.54,1.82,29.89,,,,,
Syzygium cordatum,,7,11.43,54.38,1.59,25.99,,,,,
Syzygium cordatum,,8,11.53,75.58,1.46,22.64,,,,,
Syzygium cordatum,,9,11.63,73.77,1.71,24.38,,,,,
Syzygium cordatum,,10,10.83,52.86,1.38,28.59,,,,,
Syzygium cordatum,5,1,11.58,59.6,1.58,22.06,,,,,
Syzygium cordatum,,2,11.62,56.7,1.4,20.34,,,,,
Syzygium cordatum,,3,13.34,43,2.08,21.04,,,,,
Syzygium cordatum,,4,10.67,51.74,1.78,18.6,,,,,
Syzygium cordatum,,5,11.49,44.32,2.58,22.8,,,,,
Syzygium cordatum,,6,10.4,53.33,1.26,20.73,,,,,
Syzygium cordatum,,7,9.68,54.78,1.19,22.56,,,,,
Syzygium cordatum,,8,8.85,53.85,1.38,19.06,,,,,
Syzygium cordatum,,9,10.61,53.19,2.43,16.56,,,,,
Syzygium cordatum,,10,10.4,53.06,2.09,16.41,,,,,
Tarchonanthus comphoratus,1,1,8.18,35.06,1.26,21.39,,,,,
Tarchonanthus comphoratus,,2,7.36,27.01,1.6,19.59,,,,,
Tarchonanthus comphoratus,,3,8.9,46.87,2.25,12.5,,,,,
Tarchonanthus comphoratus,,4,8.78,31.82,2.16,13.99,,,,,
Tarchonanthus comphoratus,,5,8.76,32.07,2.95,15.79,,,,,
Tarchonanthus comphoratus,,6,6.97,29.91,1.95,17.96,,,,,
Tarchonanthus comphoratus,,7,7.09,40.5,2.2,15.98,,,,,
Tarchonanthus comphoratus,,8,7.37,26.89,1.78,14.32,,,,,
Tarchonanthus comphoratus,,9,6.95,31.37,1.83,18.64,,,,,
Tarchonanthus comphoratus,,10,7.22,26.78,1.88,20.59,,,,,
Tarchonanthus comphoratus,2,1,10.93,43.47,1.67,15.31,,,,,
Tarchonanthus comphoratus,,2,8.37,37.77,1.97,14.78,,,,,
Tarchonanthus comphoratus,,3,10.15,58.45,1.25,13.36,,,,,
Tarchonanthus comphoratus,,4,11.08,49.34,2.36,16.48,,,,,
Tarchonanthus comphoratus,,5,8.79,23.54,1.19,18.26,,,,,
Tarchonanthus comphoratus,,6,8.46,25.72,1.92,16.23,,,,,
Tarchonanthus comphoratus,,7,9.1,47.01,2.05,15.45,,,,,
Tarchonanthus comphoratus,,8,8.38,41.93,1.06,14.72,,,,,
Tarchonanthus comphoratus,,9,9.94,30.03,2.05,12.68,,,,,
Tarchonanthus comphoratus,,10,8.37,23.78,1.52,12.33,,,,,
Tarchonanthus comphoratus,3,1,8.2,46.03,1.33,18.42,,,,,
Tarchonanthus comphoratus,,2,8.73,32.39,1.14,18.24,,,,,
Tarchonanthus comphoratus,,3,7.29,38.66,1.12,17.05,,,,,
Tarchonanthus comphoratus,,4,8.64,29.78,1.26,19.81,,,,,
Tarchonanthus comphoratus,,5,12.03,28.29,1.11,25.62,,,,,
Tarchonanthus comphoratus,,6,8.75,26.04,1.88,22.91,,,,,
Tarchonanthus comphoratus,,7,10.81,42.85,1.78,20.24,,,,,
Tarchonanthus comphoratus,,8,10.32,37.24,1.33,24.21,,,,,
Tarchonanthus comphoratus,,9,8.84,36.57,1.45,26.02,,,,,
Tarchonanthus comphoratus,,10,8.46,33.52,1.06,20.06,,,,,
Tarchonanthus comphoratus,4,1,7.92,26.79,1.33,17.05,,,,,
Tarchonanthus comphoratus,,2,8.08,36.74,1.64,26.64,,,,,
Tarchonanthus comphoratus,,3,8.3,35.11,1.91,19.03,,,,,
Tarchonanthus comphoratus,,4,6.88,39.49,1.97,22.96,,,,,
Tarchonanthus comphoratus,,5,8.84,40.26,1.89,20.59,,,,,
Tarchonanthus comphoratus,,6,6.65,34.3,1.32,24.52,,,,,
Tarchonanthus comphoratus,,7,8.38,40.42,1.26,24.57,,,,,
Tarchonanthus comphoratus,,8,6.95,38.99,1.84,21.52,,,,,
Tarchonanthus comphoratus,,9,8.65,31.44,1.34,20.56,,,,,
Tarchonanthus comphoratus,,10,6.81,30,1.64,20.99,,,,,
Tarchonanthus comphoratus,5,1,7.13,29.42,1.39,25.06,,,,,
Tarchonanthus comphoratus,,2,5.83,31.87,1.51,25.01,,,,,
Tarchonanthus comphoratus,,3,8.39,36.95,1.19,19.27,,,,,
Tarchonanthus comphoratus,,4,5.29,37.29,2.04,17.39,,,,,
Tarchonanthus comphoratus,,5,7.87,39.02,2.23,22.95,,,,,
Tarchonanthus comphoratus,,6,6.52,31.74,1.64,27.72,,,,,
Tarchonanthus comphoratus,,7,9.12,36,1.65,25.88,,,,,
Tarchonanthus comphoratus,,8,7.99,34.67,1.85,28.74,,,,,
Tarchonanthus comphoratus,,9,9.43,36,1.51,23.73,,,,,
Tarchonanthus comphoratus,,10,9.39,37.78,1.45,21.88,,,,,
Tipuana tipu,1,1,6.44,51.45,1.19,4.7,,,,,
Tipuana tipu,,2,7.7,50.3,1.18,5.77,,,,,
Tipuana tipu,,3,6.75,27.51,1.19,7.11,,,,,
Tipuana tipu,,4,8.67,25.25,0.54,6.18,,,,,
Tipuana tipu,,5,5.56,31.96,1,8.46,,,,,
Tipuana tipu,,6,7.23,27.11,1.08,6.18,,,,,
Tipuana tipu,,7,7.2,25.4,1.46,9.01,,,,,
Tipuana tipu,,8,6.69,25.19,0.84,6.54,,,,,
Tipuana tipu,,9,6.95,27.41,1.99,10.71,,,,,
Tipuana tipu,,10,7.78,23.94,1.08,10.44,,,,,
Tipuana tipu,2,1,5.5,32.76,0.61,6.87,,,,,
Tipuana tipu,,2,7.72,30.65,0.82,6.51,,,,,
Tipuana tipu,,3,4.47,27.71,1.32,8.72,,,,,
Tipuana tipu,,4,4.65,29.21,1.09,7.72,,,,,
Tipuana tipu,,5,4.99,28.34,1.12,8.79,,,,,
Tipuana tipu,,6,4.63,27.02,0.71,8.08,,,,,
Tipuana tipu,,7,4.67,33.91,1.61,7.98,,,,,
Tipuana tipu,,8,5.01,29.67,1.2,7.59,,,,,
Tipuana tipu,,9,4.99,25.5,0.99,8.82,,,,,
Tipuana tipu,,10,5.04,25.24,0.79,9.02,,,,,
Tipuana tipu,3,1,4.99,28.24,0.99,7.54,,,,,
Tipuana tipu,,2,4.33,20.75,0.78,5.99,,,,,
Tipuana tipu,,3,4.99,30.45,0.93,7.08,,,,,
Tipuana tipu,,4,5.54,24.62,0.74,8.1,,,,,
Tipuana tipu,,5,4.59,26.97,0.8,7.14,,,,,
Tipuana tipu,,6,3.79,23.42,0.85,6.73,,,,,
Tipuana tipu,,7,5.05,32.15,0.79,7.23,,,,,
Tipuana tipu,,8,5.64,25.88,0.74,7.19,,,,,
Tipuana tipu,,9,4.52,20.21,0.66,8.54,,,,,
Tipuana tipu,,10,4.56,20.86,0.69,10.07,,,,,
Tipuana tipu,4,1,5,30,0.94,6.99,,,,,
Tipuana tipu,,2,5.32,29.29,0.57,7.95,,,,,
Tipuana tipu,,3,6.12,18.75,1.06,9.19,,,,,
Tipuana tipu,,4,4.53,21.31,0.79,9,,,,,
Tipuana tipu,,5,5.2,21.43,0.87,8.52,,,,,
Tipuana tipu,,6,4.94,27.97,0.68,9.05,,,,,
Tipuana tipu,,7,4.08,20.81,0.66,7.97,,,,,
Tipuana tipu,,8,4.31,24.29,0.82,8.24,,,,,
Tipuana tipu,,9,4.73,26.32,0.8,7.42,,,,,
Tipuana tipu,,10,4.44,27.26,0.73,8.32,,,,,
Tipuana tipu,5,1,5.5,27.82,0.81,8.47,,,,,
Tipuana tipu,,2,4.99,30.03,1.02,7.47,,,,,
Tipuana tipu,,3,3.95,29.85,1,8.14,,,,,
Tipuana tipu,,4,4.54,33.83,1.05,7.92,,,,,
Tipuana tipu,,5,4.65,24.36,0.92,7.69,,,,,
Tipuana tipu,,6,4.79,22.14,1.12,7.87,,,,,
Tipuana tipu,,7,4.47,31.13,0.81,8.49,,,,,
Tipuana tipu,,8,4.04,20.86,1.13,8.49,,,,,
Tipuana tipu,,9,4.53,23.24,0.87,8.43,,,,,
Tipuana tipu,,10,4.98,20.93,1.16,8.1,,,,,
Virgilia variegata,1,1,4.51,30.94,0.43,14.67,,,,,
Virgilia variegata,,2,3.3,31.16,0.63,13.59,,,,,
Virgilia variegata,,3,4.31,29.64,0.52,14.07,,,,,
Virgilia variegata,,4,4.65,24.19,0.67,14.99,,,,,
Virgilia variegata,,5,3.15,24.16,0.87,14.14,,,,,
Virgilia variegata,,6,3.92,22.19,0.61,11.39,,,,,
Virgilia variegata,,7,4.21,28.58,0.48,10.33,,,,,
Virgilia variegata,,8,3.66,31.44,0.41,10.11,,,,,
Virgilia variegata,,9,4.32,29.96,0.6,13.02,,,,,
Virgilia variegata,,10,3.08,20.35,0.42,12.03,,,,,
Virgilia variegata,2,1,3.91,22.16,0.43,12.32,,,,,
Virgilia variegata,,2,3.59,25.6,0.34,11.22,,,,,
Virgilia variegata,,3,3.13,19.56,0.35,11.03,,,,,
Virgilia variegata,,4,2.96,22.77,0.8,9.64,,,,,
Virgilia variegata,,5,2.34,17.13,0.28,9.45,,,,,
Virgilia variegata,,6,2.87,21.7,0.35,9.52,,,,,
Virgilia variegata,,7,2.66,22.86,0.4,9.73,,,,,
Virgilia variegata,,8,3.14,21.23,0.47,9.58,,,,,
Virgilia variegata,,9,2.4,20.52,0.4,10.63,,,,,
Virgilia variegata,,10,1.92,22.45,0.34,10.51,,,,,
Virgilia variegata,3,1,2.54,22.12,0.29,9.31,,,,,
Virgilia variegata,,2,2.52,22.39,0.28,11.09,,,,,
Virgilia variegata,,3,2.68,26.03,0.28,10.76,,,,,
Virgilia variegata,,4,2.68,25.67,0.28,10.79,,,,,
Virgilia variegata,,5,1.61,19.72,0.28,10.85,,,,,
Virgilia variegata,,6,3.94,23.2,0.34,11,,,,,
Virgilia variegata,,7,4.43,20.87,0.33,10.46,,,,,
Virgilia variegata,,8,2.01,18.8,0.27,9.49,,,,,
Virgilia variegata,,9,3.24,27.61,0.21,10.28,,,,,
Virgilia variegata,,10,3.74,19.44,0.28,8.42,,,,,
Virgilia variegata,4,1,2.47,27.42,0.34,11.23,,,,,
Virgilia variegata,,2,3.04,30.82,0.34,8.91,,,,,
Virgilia variegata,,3,2.38,28,0.34,11.34,,,,,
Virgilia variegata,,4,2.7,18.41,0.28,18.28,,,,,
Virgilia variegata,,5,2.83,36.64,0.34,9.63,,,,,
Virgilia variegata,,6,2.54,17.6,0.34,8.5,,,,,
Virgilia variegata,,7,1.86,13.86,0.47,9.28,,,,,
Virgilia variegata,,8,3.1,18.89,0.46,6.92,,,,,
Virgilia variegata,,9,2.62,19.76,0.28,9,,,,,
Virgilia variegata,,10,4.12,30.94,0.67,9.16,,,,,
Virgilia variegata,5,1,2.97,17.69,0.73,11.08,,,,,
Virgilia variegata,,2,2.94,16.55,0.34,10.69,,,,,
Virgilia variegata,,3,2.39,20.6,0.41,10.1,,,,,
Virgilia variegata,,4,3.48,19.91,0.28,6.54,,,,,
Virgilia variegata,,5,2.9,19.84,0.4,6.92,,,,,
Virgilia variegata,,6,3.31,17.71,0.41,8.73,,,,,
Virgilia variegata,,7,3.27,24.74,0.34,7.24,,,,,
Virgilia variegata,,8,2.91,23.9,0.28,8.93,,,,,
Virgilia variegata,,9,2.72,21.45,0.34,6.03,,,,,
Virgilia variegata,,10,2.94,22.28,0.27,6.89,,,,,
